,id,gpt_maximum_classification,gpt_average_classification,gpt_sum,gpt_length
10600,r140902b,0,0.0,0,2
10601,r140827a,0,0.0,0,2
10602,r140827b,0,0.0,0,2
10603,r140827c,0,0.0,0,3
10604,r140827d,0,0.0,0,1
10605,r140827e,0,0.0,0,1
10606,r140826a,0,0.0,0,3
10607,r140825a,0,0.0,0,1
10608,r140825b,0,0.0,0,3
10609,r140822a,0,0.0,0,2
10610,r140821a,0,0.0,0,1
10611,r140821b,0,0.0,0,2
10612,r140821c,0,0.0,0,2
10613,r140821d,0,0.0,0,2
10614,r140821e,0,0.0,0,2
10615,r140818a,0,0.0,0,3
10616,r140818c,0,0.0,0,1
10617,r140818b,0,0.0,0,2
10618,r140818d,0,0.0,0,1
10619,r140813a,0,0.0,0,1
10620,r140812a,0,0.0,0,1
10621,r140811a,0,0.0,0,2
10622,r140811b,0,0.0,0,3
10623,r140808b,0,0.0,0,1
10624,r140808c,0,0.0,0,2
10625,r140808a,0,0.0,0,2
10626,r140807a,0,0.0,0,2
10627,r140805a,0,0.0,0,3
10628,r140805b,0,0.0,0,1
10629,r140805c,0,0.0,0,1
10630,r140805e,0,0.0,0,1
10631,r140805d,0,0.0,0,2
10632,r140731a,0,0.0,0,1
10633,r140731b,0,0.0,0,2
10634,r140731c,0,0.0,0,1
10635,r140731d,0,0.0,0,2
10636,r140731e,0,0.0,0,1
10637,r140731f,0,0.0,0,2
10638,r140729a,0,0.0,0,1
10639,r140729b,0,0.0,0,1
10640,r140729c,0,0.0,0,1
10641,r140729d,0,0.0,0,2
10642,r140729e,0,0.0,0,2
10643,r140729f,0,0.0,0,3
10644,r140728a,0,0.0,0,2
10645,r140725a,0,0.0,0,5
10646,r140725b,0,0.0,0,2
10647,r140725c,0,0.0,0,2
10648,r140725d,0,0.0,0,2
10649,r140724a,0,0.0,0,2
10650,r140723a,0,0.0,0,2
10651,r140723b,0,0.0,0,2
10652,r140723c,0,0.0,0,2
10653,r140723d,0,0.0,0,1
10654,r140721a,0,0.0,0,2
10655,r140721b,0,0.0,0,3
10656,r140718a,0,0.0,0,1
10657,r140718b,0,0.0,0,1
10658,r140718c,0,0.0,0,2
10659,r140718d,0,0.0,0,1
10660,r140717a,0,0.0,0,1
10661,r140716a,0,0.0,0,1
10662,r140716b,0,0.0,0,1
10663,r140716c,0,0.0,0,2
10664,r140715a,0,0.0,0,2
10665,r140715b,0,0.0,0,3
10666,r140715c,0,0.0,0,1
10667,r140715d,0,0.0,0,1
10668,r140714a,0,0.0,0,2
10669,r140714b,0,0.0,0,1
10670,r140714c,0,0.0,0,2
10671,r140714d,0,0.0,0,1
10672,r140714e,0,0.0,0,1
10673,r140714f,0,0.0,0,2
10674,r140714g,0,0.0,0,2
10675,r140714h,0,0.0,0,1
10676,r140714i,0,0.0,0,1
10677,r140711a,0,0.0,0,2
10678,r140711b,0,0.0,0,3
10679,r140711c,0,0.0,0,2
10680,r140711d,0,0.0,0,3
10681,r140711f,0,0.0,0,1
10682,r140711g,0,0.0,0,2
10683,r140711h,0,0.0,0,2
10684,r140711e,0,0.0,0,2
10685,r140710a,0,0.0,0,3
10686,r140710b,0,0.0,0,2
10687,r140710c,0,0.0,0,5
10688,r140710d,0,0.0,0,1
10689,r140709a,0,0.0,0,1
10690,r140709b,0,0.0,0,2
10691,r140709c,0,0.0,0,1
10692,r140708a,0,0.0,0,3
10693,r140708b,0,0.0,0,1
10694,r140708c,0,0.0,0,3
10695,r140708d,0,0.0,0,2
10696,r140708e,0,0.0,0,2
10697,r140708f,0,0.0,0,2
10698,r140704a,0,0.0,0,1
10699,r140704b,0,0.0,0,2
10700,r140704c,0,0.0,0,1
10701,r140704d,0,0.0,0,3
10702,r140704e,0,0.0,0,1
10703,r140704f,0,0.0,0,2
10704,r140704g,0,0.0,0,1
10705,r140703a,0,0.0,0,2
10706,r140703b,0,0.0,0,1
10707,r140703c,0,0.0,0,2
10708,r140701b,0,0.0,0,3
10709,r140701c,0,0.0,0,2
10710,r140701d,0,0.0,0,1
10711,r140701e,0,0.0,0,2
10712,r140701a,0,0.0,0,2
10713,r140630a,0,0.0,0,1
10714,r140630b,0,0.0,0,1
10715,r140627a,0,0.0,0,2
10716,r140627c,0,0.0,0,4
10717,r140627b,0,0.0,0,1
10718,r140627d,0,0.0,0,2
10719,r140627e,0,0.0,0,2
10720,r140625a,0,0.0,0,2
10721,r140624a,0,0.0,0,2
10722,r140624b,0,0.0,0,3
10723,r140623a,0,0.0,0,2
10724,r140623b,0,0.0,0,2
10725,r140623c,0,0.0,0,2
10726,r140620b,0,0.0,0,2
10727,r140620c,0,0.0,0,1
10728,r140620d,0,0.0,0,1
10729,r140620f,0,0.0,0,2
10730,r140620a,0,0.0,0,1
10731,r140620e,0,0.0,0,2
10732,r140619a,0,0.0,0,1
10733,r140619b,0,0.0,0,1
10734,r140617a,0,0.0,0,2
10735,r140617b,0,0.0,0,2
10736,r140617c,0,0.0,0,2
10737,r140617d,0,0.0,0,1
10738,r140617e,0,0.0,0,1
10739,r140617f,0,0.0,0,2
10740,r140616b,0,0.0,0,2
10741,r140616a,0,0.0,0,1
10742,r140616c,0,0.0,0,1
10743,r140613a,0,0.0,0,2
10744,r140613b,0,0.0,0,1
10745,r140613c,0,0.0,0,1
10746,r140613d,0,0.0,0,2
10747,r140612a,0,0.0,0,1
10748,r140612b,0,0.0,0,1
10749,r140612c,0,0.0,0,1
10750,r140612d,0,0.0,0,2
10751,r140612e,0,0.0,0,1
10752,r140612f,0,0.0,0,2
10753,r140611a,0,0.0,0,2
10754,r140611b,0,0.0,0,2
10755,r140610a,0,0.0,0,2
10756,r140610b,0,0.0,0,2
10757,r140610c,0,0.0,0,2
10758,r140610d,0,0.0,0,1
10759,r140610e,0,0.0,0,1
10760,r140610f,0,0.0,0,2
10761,r140610g,0,0.0,0,1
10762,r140610h,0,0.0,0,2
10763,r140606a,0,0.0,0,1
10764,r140606b,0,0.0,0,1
10765,r140606c,0,0.0,0,2
10766,r140606d,0,0.0,0,1
10767,r140606e,0,0.0,0,1
10768,r140605a,0,0.0,0,1
10769,r140605b,0,0.0,0,4
10770,r140605c,0,0.0,0,1
10771,r140605d,0,0.0,0,3
10772,r140605e,0,0.0,0,2
10773,r140604a,0,0.0,0,1
10774,r140604b,0,0.0,0,1
10775,r140604c,0,0.0,0,2
10776,r140603a,0,0.0,0,1
10777,r140603b,0,0.0,0,1
10778,r140603c,0,0.0,0,2
10779,r140603d,0,0.0,0,2
10780,r140603e,0,0.0,0,1
10781,r140603f,0,0.0,0,4
10782,r140602a,0,0.0,0,2
10783,r140602b,0,0.0,0,1
10784,r140602c,0,0.0,0,2
10785,r140602d,0,0.0,0,1
10786,r140602e,0,0.0,0,1
10787,r140602f,0,0.0,0,5
10788,r140602g,0,0.0,0,2
10789,r140530a,0,0.0,0,3
10790,r140530b,0,0.0,0,3
10791,r140530d,0,0.0,0,3
10792,r140530c,0,0.0,0,2
10793,r140528a,0,0.0,0,2
10794,r140528b,0,0.0,0,3
10795,r140528d,0,0.0,0,2
10796,r140528c,0,0.0,0,1
10797,r140527a,0,0.0,0,2
10798,r140527b,0,0.0,0,2
10799,r140527c,0,0.0,0,1
10800,r140527d,0,0.0,0,1
10801,r140527e,0,0.0,0,1
10802,r140526b,0,0.0,0,1
10803,r140526c,0,0.0,0,2
10804,r140526d,0,0.0,0,2
10805,r140526e,0,0.0,0,1
10806,r140526f,0,0.0,0,2
10807,r140526g,0,0.0,0,1
10808,r140526a,0,0.0,0,2
10809,r140523a,0,0.0,0,1
10810,r140522a,0,0.0,0,1
10811,r140522b,0,0.0,0,1
10812,r140522c,0,0.0,0,2
10813,r140522d,0,0.0,0,1
10814,r140522e1,0,0.0,0,2
10815,r140521a,0,0.0,0,2
10816,r140521b,0,0.0,0,2
10817,r140521c,0,0.0,0,2
10818,r140521d,0,0.0,0,1
10819,r140521e,0,0.0,0,2
10820,r140521f,0,0.0,0,1
10821,r140521g,0,0.0,0,1
10822,r140521h,0,0.0,0,1
10823,r140521i,0,0.0,0,2
10824,r140521j,0,0.0,0,1
10825,r140520b,0,0.0,0,1
10826,r140520c,0,0.0,0,2
10827,r140520e,0,0.0,0,2
10828,r140520d,0,0.0,0,2
10829,r140520f,0,0.0,0,1
10830,r140520g,0,0.0,0,1
10831,r140520a,0,0.0,0,1
10832,r140519a,0,0.0,0,6
10833,r140519b,0,0.0,0,4
10834,r140519c,0,0.0,0,2
10835,r140519d,0,0.0,0,2
10836,r140519e,0,0.0,0,1
10837,r140519f,0,0.0,0,2
10838,r140519g,0,0.0,0,2
10839,r140516a,0,0.0,0,1
10840,r140516b,0,0.0,0,1
10841,r140516c,0,0.0,0,1
10842,r140516d,0,0.0,0,1
10843,r140516e,0,0.0,0,1
10844,r140516f,0,0.0,0,2
10845,r140516g,0,0.0,0,1
10846,r140516h,0,0.0,0,1
10847,r140516i,0,0.0,0,1
10848,r140516j,0,0.0,0,1
10849,r140515e,0,0.0,0,2
10850,r140515d,0,0.0,0,2
10851,r140515c,0,0.0,0,1
10852,r140515b,0,0.0,0,2
10853,r140515a,0,0.0,0,2
10854,r140514a,0,0.0,0,2
10855,r140514b,0,0.0,0,2
10856,r140514c,0,0.0,0,2
10857,r140514d,0,0.0,0,2
10858,r140514e,0,0.0,0,1
10859,r140514f,0,0.0,0,1
10860,r140514g,0,0.0,0,1
10861,r140514h,0,0.0,0,2
10862,r140514i,0,0.0,0,1
10863,r140514j,0,0.0,0,2
10864,r140513a,0,0.0,0,1
10865,r140513b,0,0.0,0,1
10866,r140513d,0,0.0,0,2
10867,r140513e,0,0.0,0,2
10868,r140513c,0,0.0,0,2
10869,r140512a,0,0.0,0,2
10870,r140512b,0,0.0,0,3
10871,r140509d,0,0.0,0,2
10872,r140509c,0,0.0,0,1
10873,r140509b,0,0.0,0,1
10874,r140509a,0,0.0,0,2
10875,r140509e,0,0.0,0,1
10876,r140509f,0,0.0,0,2
10877,r140509g,0,0.0,0,1
10878,r140509h,0,0.0,0,1
10879,r140509i,0,0.0,0,2
10880,r140508a,0,0.0,0,1
10881,r140508b,0,0.0,0,2
10882,r140508c,0,0.0,0,1
10883,r140508d,0,0.0,0,1
10884,r140508e,0,0.0,0,1
10885,r140508f,0,0.0,0,1
10886,r140508g,0,0.0,0,1
10887,r140507g,0,0.0,0,2
10888,r140507f,0,0.0,0,2
10889,r140507e,0,0.0,0,2
10890,r140507d,0,0.0,0,5
10891,r140507c,0,0.0,0,2
10892,r140507b,0,0.0,0,2
10893,r140507a,0,0.0,0,1
10894,r140506b,0,0.0,0,1
10895,r140506e,0,0.0,0,1
10896,r140506d,0,0.0,0,1
10897,r140506c,0,0.0,0,2
10898,r140506a,0,0.0,0,2
10899,r140502a,0,0.0,0,2
10900,r140502b,0,0.0,0,1
10901,r140502c,0,0.0,0,1
10902,r140428a,0,0.0,0,1
10903,r140428b,0,0.0,0,2
10904,r140428c,0,0.0,0,2
10905,r140428d,0,0.0,0,1
10906,r140428e,0,0.0,0,1
10907,r140428f,0,0.0,0,1
10908,r140425f,0,0.0,0,1
10909,r140425b,0,0.0,0,3
10910,r140425d,0,0.0,0,1
10911,r140425e,0,0.0,0,3
10912,r140425a,0,0.0,0,1
10913,r140425c,0,0.0,0,2
10914,r140424a,0,0.0,0,1
10915,r140424b,0,0.0,0,3
10916,r140424c,0,0.0,0,1
10917,r140424d,0,0.0,0,2
10918,r140424e,0,0.0,0,2
10919,r140424f,0,0.0,0,2
10920,r140422b,0,0.0,0,2
10921,r140422c,0,0.0,0,2
10922,r140422d,0,0.0,0,1
10923,r140422e,0,0.0,0,1
10924,r140422f,0,0.0,0,1
10925,r140422a,0,0.0,0,1
10926,r140417a,0,0.0,0,1
10927,r140417c,0,0.0,0,2
10928,r140417d,0,0.0,0,3
10929,r140417b,0,0.0,0,2
10930,r140416a,0,0.0,0,1
10931,r140416b,0,0.0,0,1
10932,r140415b,0,0.0,0,2
10933,r140415a,0,0.0,0,1
10934,r140415c,0,0.0,0,4
10935,r140414b,0,0.0,0,3
10936,r140414a,0,0.0,0,3
10937,r140411c,0,0.0,0,1
10938,r140411b,0,0.0,0,1
10939,r140411a,0,0.0,0,3
10940,r140410f,0,0.0,0,1
10941,r140410e,0,0.0,0,2
10942,r140410c,0,0.0,0,1
10943,r140410b,0,0.0,0,2
10944,r140410a,0,0.0,0,1
10945,r140410d,0,0.0,0,3
10946,r140409b,0,0.0,0,2
10947,r140409c,0,0.0,0,2
10948,r140409d,0,0.0,0,1
10949,r140409e,0,0.0,0,2
10950,r140409f,0,0.0,0,1
10951,r140409g,0,0.0,0,1
10952,r140409h,0,0.0,0,2
10953,r140409a,0,0.0,0,2
10954,r140408b,0,0.0,0,1
10955,r140408a,0,0.0,0,1
10956,r140408c,0,0.0,0,1
10957,r140407c,0,0.0,0,8
10958,r140407b,0,0.0,0,3
10959,r140407a,0,0.0,0,2
10960,r140404f,0,0.0,0,2
10961,r140404e,0,0.0,0,1
10962,r140404d,0,0.0,0,2
10963,r140404b,0,0.0,0,3
10964,r140404a,0,0.0,0,1
10965,r140404c,0,0.0,0,2
10966,r140403b,0,0.0,0,2
10967,r140403a,0,0.0,0,4
10968,r140403c,0,0.0,0,2
10969,r140402a,0,0.0,0,1
10970,r140402b,0,0.0,0,1
10971,r140402c,0,0.0,0,3
10972,r140402d,0,0.0,0,1
10973,r140402e,0,0.0,0,1
10974,r140401a,0,0.0,0,2
10975,r140401b,0,0.0,0,1
10976,r140401c,0,0.0,0,1
10977,r140401d,0,0.0,0,1
10978,r140401e,0,0.0,0,1
10979,r140331f,0,0.0,0,1
10980,r140331e,0,0.0,0,2
10981,r140331d,0,0.0,0,2
10982,r140331c,0,0.0,0,1
10983,r140331b,0,0.0,0,1
10984,r140331a,0,0.0,0,1
10985,r140328e,0,0.0,0,2
10986,r140328d,0,0.0,0,2
10987,r140328b,0,0.0,0,4
10988,r140328a,0,0.0,0,2
10989,r140328c,0,0.0,0,3
10990,r140328f,0,0.0,0,2
10991,r140327a,0,0.0,0,2
10992,r140327b,0,0.0,0,2
10993,r140327c,0,0.0,0,2
10994,r140327d,0,0.0,0,1
10995,r140326a,0,0.0,0,1
10996,r140326b,0,0.0,0,3
10997,r140326c,0,0.0,0,2
10998,r140326d,0,0.0,0,1
10999,r140326e,0,0.0,0,2
11000,r140326f,0,0.0,0,2
11001,r140325e,0,0.0,0,2
11002,r140325d,0,0.0,0,2
11003,r140325c,0,0.0,0,1
11004,r140325b,0,0.0,0,2
11005,r140325a,0,0.0,0,1
11006,r140325f,0,0.0,0,2
11007,r140324h,0,0.0,0,2
11008,r140324g,0,0.0,0,3
11009,r140324a,0,0.0,0,2
11010,r140324d,0,0.0,0,1
11011,r140324f,0,0.0,0,2
11012,r140324e,0,0.0,0,2
11013,r140324c,0,0.0,0,3
11014,r140324b,0,0.0,0,2
11015,r140321a,0,0.0,0,1
11016,r140321g,0,0.0,0,2
11017,r140321f,0,0.0,0,1
11018,r140321e,0,0.0,0,3
11019,r140321d,0,0.0,0,2
11020,r140321c,0,0.0,0,1
11021,r140321b,0,0.0,0,1
11022,r140319b,0,0.0,0,3
11023,r140319c,0,0.0,0,2
11024,r140319a,0,0.0,0,1
11025,r140318a,0,0.0,0,2
11026,r140318b,0,0.0,0,3
11027,r140317a,0,0.0,0,1
11028,r140317c,0,0.0,0,3
11029,r140317b,0,0.0,0,2
11030,r140314i,0,0.0,0,1
11031,r140314g,0,0.0,0,1
11032,r140314f,0,0.0,0,2
11033,r140314e,0,0.0,0,2
11034,r140314d,0,0.0,0,2
11035,r140314c,0,0.0,0,1
11036,r140314b,0,0.0,0,2
11037,r140314a,0,0.0,0,1
11038,r140314h,0,0.0,0,1
11039,r140313a,0,0.0,0,1
11040,r140313b,0,0.0,0,1
11041,r140313c,0,0.0,0,2
11042,r140313d,0,0.0,0,1
11043,r140313e,0,0.0,0,2
11044,r140313f,0,0.0,0,1
11045,r140313g,0,0.0,0,1
11046,r140313h,0,0.0,0,2
11047,r140313i,0,0.0,0,2
11048,r140312a,0,0.0,0,2
11049,r140312b,0,0.0,0,2
11050,r140312c,0,0.0,0,1
11051,r140312d,0,0.0,0,3
11052,r140312e,0,0.0,0,2
11053,r140310e,0,0.0,0,1
11054,r140310d,0,0.0,0,1
11055,r140310c,0,0.0,0,2
11056,r140310b,0,0.0,0,2
11057,r140310a,0,0.0,0,1
11058,r140307e,0,0.0,0,1
11059,r140307d,0,0.0,0,1
11060,r140307c,0,0.0,0,1
11061,r140307b,0,0.0,0,3
11062,r140307a,0,0.0,0,2
11063,r140305a,0,0.0,0,2
11064,r140305b,0,0.0,0,1
11065,r140304b,0,0.0,0,2
11066,r140304a,0,0.0,0,1
11067,r140304c,0,0.0,0,2
11068,r140303a,0,0.0,0,2
11069,r140303b,0,0.0,0,2
11070,r140303c,0,0.0,0,2
11071,r140303d,0,0.0,0,1
11072,r140228e,0,0.0,0,3
11073,r140228c,0,0.0,0,1
11074,r140228d,0,0.0,0,1
11075,r140228b,0,0.0,0,2
11076,r140228a,0,0.0,0,2
11077,r140227a,0,0.0,0,2
11078,r140227b,0,0.0,0,1
11079,r140227c,0,0.0,0,1
11080,r140227d,0,0.0,0,2
11081,r140226a,0,0.0,0,2
11082,r140226b,0,0.0,0,3
11083,r140225a,0,0.0,0,1
11084,r140224b,0,0.0,0,3
11085,r140224a,0,0.0,0,2
11086,r140219a,0,0.0,0,2
11087,r140219c,0,0.0,0,1
11088,r140219b,0,0.0,0,1
11089,r140218c,0,0.0,0,2
11090,r140218b,0,0.0,0,1
11091,r140217b,0,0.0,0,2
11092,r140217a,0,0.0,0,2
11093,r140217c,0,0.0,0,2
11094,r140214c,0,0.0,0,2
11095,r140214b,0,0.0,0,1
11096,r140214a,0,0.0,0,3
11097,r140214d,0,0.0,0,2
11098,r140213a,0,0.0,0,2
11099,r140213b,0,0.0,0,2
11100,r140213c,0,0.0,0,1
11101,r140212b,0,0.0,0,1
11102,r140212c,0,0.0,0,2
11103,r140212d,0,0.0,0,2
11104,r140212e,0,0.0,0,2
11105,r140212a,0,0.0,0,1
11106,r140211a,0,0.0,0,2
11107,r140211b,0,0.0,0,1
11108,r140211c,0,0.0,0,2
11109,r140211d,0,0.0,0,3
11110,r140211e,0,0.0,0,3
11111,r140207b,0,0.0,0,3
11112,r140207a,0,0.0,0,3
11113,r140205b,0,0.0,0,1
11114,r140205d,0,0.0,0,1
11115,r140205e,0,0.0,0,1
11116,r140205a,0,0.0,0,2
11117,r140204b,0,0.0,0,1
11118,r140204c,0,0.0,0,1
11119,r140204d,0,0.0,0,2
11120,r140204a,0,0.0,0,1
11121,r140203b,0,0.0,0,2
11122,r140203a,0,0.0,0,2
11123,r140131d,0,0.0,0,2
11124,r140131c,0,0.0,0,2
11125,r140131b,0,0.0,0,1
11126,r140131a,0,0.0,0,3
11127,r140131e,0,0.0,0,1
11128,r140131f,0,0.0,0,2
11129,r140129c,0,0.0,0,2
11130,r140129e,0,0.0,0,2
11131,r140129b,0,0.0,0,2
11132,r140129d,0,0.0,0,1
11133,r140129a,0,0.0,0,5
11134,r140128d,0,0.0,0,1
11135,r140128c,0,0.0,0,1
11136,r140128a,0,0.0,0,2
11137,r140127b,0,0.0,0,1
11138,r140127a,0,0.0,0,3
11139,r140127c,0,0.0,0,1
11140,r140124c,0,0.0,0,2
11141,r140124b,0,0.0,0,1
11142,r140124a,0,0.0,0,2
11143,r140123b,0,0.0,0,1
11144,r140123a,0,0.0,0,2
11145,r140122c,0,0.0,0,3
11146,r140122a,0,0.0,0,1
11147,r140121a,0,0.0,0,2
11148,r140117a,0,0.0,0,3
11149,r140117b,0,0.0,0,2
11150,r140116f,0,0.0,0,1
11151,r140116a,0,0.0,0,1
11152,r140116b,0,0.0,0,1
11153,r140116d,0,0.0,0,2
11154,r140116e,0,0.0,0,1
11155,r140115a,0,0.0,0,2
11156,r140115b,0,0.0,0,2
11157,r140114b,0,0.0,0,1
11158,r140114c,0,0.0,0,2
11159,r140114a,0,0.0,0,1
11160,r140113b,0,0.0,0,1
11161,r140113a,0,0.0,0,2
11162,r140110e,0,0.0,0,1
11163,r140110c,0,0.0,0,1
11164,r140110b,0,0.0,0,2
11165,r140110a,0,0.0,0,1
11166,r140110d,0,0.0,0,2
11167,r140109a,0,0.0,0,3
11168,r140109b,0,0.0,0,4
11169,r140106b,0,0.0,0,2
11170,r140106a,0,0.0,0,3
11171,r160223c,0,0.0,0,5
11172,r160215d,0,0.0,0,1
11173,r160201a,0,0.0,0,1
11174,r160125b,0,0.0,0,2
11175,r160118f,0,0.0,0,2
11176,r160118b,0,0.0,0,1
11177,r160114a,0,0.0,0,2
11178,r160114f,0,0.0,0,1
11179,r160114h,0,0.0,0,1
11180,r160114i,0,0.0,0,1
11181,r160113a,0,0.0,0,2
11182,r160111a,0,0.0,0,2
11183,r151230a,0,0.0,0,2
11184,r151230b,0,0.0,0,1
11185,r151229a,0,0.0,0,2
11186,r151229b,0,0.0,0,2
11187,r151229c,0,0.0,0,2
11188,r151229d,0,0.0,0,1
11189,r151229e,0,0.0,0,3
11190,r151229f,1,1.0,1,1
11191,r151229g,0,0.0,0,2
11192,r151229h,0,0.0,0,2
11193,r151229i,0,0.0,0,1
11194,r151229j,0,0.0,0,1
11195,r151228g,0,0.0,0,1
11196,r151228c,0,0.0,0,2
11197,r151228d,0,0.0,0,1
11198,r151228e,0,0.0,0,1
11199,r151228f,0,0.0,0,2
11200,r151228b,0,0.0,0,2
11201,r151228a,0,0.0,0,1
11202,r151223b,0,0.0,0,1
11203,r151223a,0,0.0,0,1
11204,r151222a,0,0.0,0,3
11205,r151221a,0,0.0,0,2
11206,r151221b,0,0.0,0,2
11207,r151221c,0,0.0,0,1
11208,r151221d,0,0.0,0,1
11209,r151218a,0,0.0,0,2
11210,r151218b,0,0.0,0,1
11211,r151217a,0,0.0,0,2
11212,r151216b,0,0.0,0,1
11213,r151216c,0,0.0,0,2
11214,r151216d,0,0.0,0,2
11215,r151216e,0,0.0,0,1
11216,r151216a,0,0.0,0,1
11217,r151215c,0,0.0,0,1
11218,r151215b,0,0.0,0,1
11219,r151215a,0,0.0,0,3
11220,r151215d,0,0.0,0,2
11221,r151215e,0,0.0,0,1
11222,r151215f,0,0.0,0,1
11223,r151215g,0,0.0,0,2
11224,r151214h,0,0.0,0,4
11225,r151214i,0,0.0,0,1
11226,r151214j,0,0.0,0,2
11227,r151214k,0,0.0,0,1
11228,r151214g,0,0.0,0,1
11229,r151214a,0,0.0,0,2
11230,r151214c,0,0.0,0,2
11231,r151214b,0,0.0,0,4
11232,r151214e,0,0.0,0,2
11233,r151214d,0,0.0,0,1
11234,r151214f,0,0.0,0,2
11235,r151211d,0,0.0,0,1
11236,r151211e,0,0.0,0,1
11237,r151211a,0,0.0,0,2
11238,r151211b,0,0.0,0,2
11239,r151211c,0,0.0,0,2
11240,r151210b,0,0.0,0,1
11241,r151210a,0,0.0,0,1
11242,r151209a,0,0.0,0,1
11243,r151209b,0,0.0,0,2
11244,r151209c,0,0.0,0,1
11245,r151208a,0,0.0,0,3
11246,r151208b,0,0.0,0,2
11247,r151208c,0,0.0,0,2
11248,r151207a,0,0.0,0,2
11249,r151207b,0,0.0,0,2
11250,r151207c,0,0.0,0,2
11251,r151207d,0,0.0,0,3
11252,r151207e,0,0.0,0,2
11253,r151204f,0,0.0,0,1
11254,r151204d,0,0.0,0,1
11255,r151204a,0,0.0,0,1
11256,r151204c,0,0.0,0,1
11257,r151204e,0,0.0,0,2
11258,r151203a,0,0.0,0,7
11259,r151204b,0,0.0,0,2
11260,r151202a,0,0.0,0,1
11261,r151202b,0,0.0,0,1
11262,r151202c,0,0.0,0,2
11263,r151202d,0,0.0,0,3
11264,r151201b,0,0.0,0,4
11265,r151201a,0,0.0,0,1
11266,r151130e,0,0.0,0,1
11267,r151130f,1,1.0,1,1
11268,r151130c,0,0.0,0,3
11269,r151130b,0,0.0,0,1
11270,r151130a,0,0.0,0,2
11271,r151130d,0,0.0,0,1
11272,r151127g,0,0.0,0,2
11273,r151127a,0,0.0,0,2
11274,r151127b,0,0.0,0,2
11275,r151127c,0,0.0,0,1
11276,r151127d,0,0.0,0,2
11277,r151127e,0,0.0,0,2
11278,r151127f,0,0.0,0,1
11279,r151126a,0,0.0,0,2
11280,r151126b,0,0.0,0,1
11281,r151126c,0,0.0,0,1
11282,r151126d,0,0.0,0,2
11283,r151126e,0,0.0,0,1
11284,r151125b,0,0.0,0,2
11285,r151125d,0,0.0,0,2
11286,r151125e,0,0.0,0,2
11287,r151125a,0,0.0,0,2
11288,r151125c,0,0.0,0,2
11289,r151125f,0,0.0,0,2
11290,r151124a,0,0.0,0,3
11291,r151124b,0,0.0,0,1
11292,r151124c,0,0.0,0,1
11293,r151124d,0,0.0,0,1
11294,r151124e,0,0.0,0,1
11295,r151124f,0,0.0,0,3
11296,r151123h,0,0.0,0,1
11297,r151123e,0,0.0,0,2
11298,r151123g,0,0.0,0,1
11299,r151123a,0,0.0,0,1
11300,r151123b,0,0.0,0,1
11301,r151123c,0,0.0,0,2
11302,r151123d,0,0.0,0,2
11303,r151123f,0,0.0,0,2
11304,r151120h,0,0.0,0,1
11305,r151120e,0,0.0,0,1
11306,r151120f,0,0.0,0,2
11307,r151120g,0,0.0,0,2
11308,r151120a,0,0.0,0,1
11309,r151120b,0,0.0,0,2
11310,r151120c,0,0.0,0,2
11311,r151120d,0,0.0,0,2
11312,r151119d,0,0.0,0,2
11313,r151119a,0,0.0,0,3
11314,r151119b,0,0.0,0,1
11315,r151119c,0,0.0,0,2
11316,r151119e,0,0.0,0,1
11317,r151117d,0,0.0,0,1
11318,r151117a,0,0.0,0,1
11319,r151117b,0,0.0,0,2
11320,r151117c,0,0.0,0,1
11321,r151117e,0,0.0,0,1
11322,r151117f,0,0.0,0,1
11323,r151116b,0,0.0,0,2
11324,r151116c,0,0.0,0,2
11325,r151116a,0,0.0,0,2
11326,r151113a,0,0.0,0,2
11327,r151113b,0,0.0,0,1
11328,r151113d,0,0.0,0,2
11329,r151113e,0,0.0,0,1
11330,r151113f,0,0.0,0,2
11331,r151113g,0,0.0,0,2
11332,r151113c,0,0.0,0,1
11333,r151112a,0,0.0,0,3
11334,r151111a,0,0.0,0,1
11335,r151111b,0,0.0,0,2
11336,r151111c,0,0.0,0,1
11337,r151111d,0,0.0,0,1
11338,r151110e,0,0.0,0,1
11339,r151110c,0,0.0,0,2
11340,r151110d,0,0.0,0,2
11341,r151110f,0,0.0,0,4
11342,r151110a,0,0.0,0,2
11343,r151110b,0,0.0,0,2
11344,r151109f,0,0.0,0,1
11345,r151109e,0,0.0,0,1
11346,r151109a,0,0.0,0,1
11347,r151109b,0,0.0,0,2
11348,r151109c,0,0.0,0,4
11349,r151109d,0,0.0,0,2
11350,r151109g,0,0.0,0,1
11351,r151106a,0,0.0,0,2
11352,r151106b,0,0.0,0,2
11353,r151105a,0,0.0,0,1
11354,r151105b,0,0.0,0,1
11355,r151105c,0,0.0,0,3
11356,r151105d,0,0.0,0,2
11357,r151105e,0,0.0,0,2
11358,r151105f,0,0.0,0,1
11359,r151104a,0,0.0,0,2
11360,r151104b,0,0.0,0,1
11361,r151103a,0,0.0,0,2
11362,r151030e,0,0.0,0,2
11363,r151030a,0,0.0,0,3
11364,r151030b,0,0.0,0,1
11365,r151030c,0,0.0,0,3
11366,r151030d,0,0.0,0,2
11367,r151029b,0,0.0,0,2
11368,r151029c,0,0.0,0,2
11369,r151029e,0,0.0,0,2
11370,r151029d,0,0.0,0,1
11371,r151029f,0,0.0,0,2
11372,r151029g,0,0.0,0,1
11373,r151029a,0,0.0,0,3
11374,r151029h,0,0.0,0,2
